10000; 0.106
10000; 0.092
10000; 0.121
10000; 0.109
10000; 0.116
10000; 0.106
10000; 0.116
10000; 0.107
10000; 0.125
10000; 0.119
20000; 0.392
30000; 0.928
40000; 1.594
50000; 2.476
60000; 3.514
70000; 4.855
80000; 6.373
5000; 0.032
10000; 0.087
15000; 0.229
20000; 0.385
25000; 0.631
30000; 0.873
35000; 2.991
40000; 3.956
45000; 5.057
5000; 0.046
10000; 0.106
15000; 0.231
20000; 0.409
25000; 0.623
30000; 0.901
35000; 1.237
40000; 1.595
45000; 2.009
50000; 2.520
