5000; 25010001
10000; 100020001
15000; 225030001
20000; 400040001
25000; 625050001
30000; 900060001
35000; 1225070001
40000; 1600080001
45000; 2025090001
50000; 2500100001
5000; 25010001
10000; 100020001
15000; 225030001
20000; 400040001
25000; 625050001
30000; 900060001
35000; 1225070001
40000; 1600080001
45000; 2025090001
50000; 2500100001
10000; 100020001
20000; 400040001
30000; 900060001
40000; 1600080001
50000; 2500100001
60000; 3600120001
