5000; 0.081
10000; 0.104
15000; 0.204
20000; 0.386
25000; 0.608
30000; 0.874
35000; 1.196
40000; 1.550
45000; 1.939
50000; 2.387
10000; 0.096
20000; 0.386
30000; 0.866
40000; 1.713
50000; 6.606
60000; 3.851
70000; 4.718
80000; 6.012
90000; 7.781
100000; 9.556
