10000; 1.252
20000; 4.621
30000; 10.261
40000; 19.688
50000; 30.876
60000; 43.971
70000; 64.503
80000; 84.987
5000; 0.233
10000; 1.013
15000; 2.294
20000; 4.402
25000; 6.953
30000; 10.264
35000; 38.821
40000; 41.018
