10000; 0.072
10000; 0.049
10000; 0.059
10000; 0.053
10000; 0.068
10000; 0.060
10000; 0.065
10000; 0.044
10000; 0.078
10000; 0.194
20000; 0.229
30000; 0.529
40000; 0.909
50000; 1.414
60000; 2.073
70000; 2.946
80000; 3.678
5000; 0.016
10000; 0.045
15000; 0.140
20000; 0.247
25000; 0.347
30000; 0.511
35000; 1.807
40000; 2.349
45000; 2.908
5000; 0.018
10000; 0.058
15000; 0.134
20000; 0.232
25000; 0.345
30000; 0.499
35000; 0.673
40000; 0.892
45000; 1.160
50000; 1.449
