5000; 0.023
10000; 0.109
15000; 0.257
20000; 0.460
25000; 0.719
30000; 1.031
35000; 1.425
40000; 1.840
45000; 2.339
50000; 2.877
10000; 0.119
20000; 0.480
30000; 1.028
40000; 5.514
50000; 8.427
60000; 4.129
70000; 5.598
80000; 7.453
90000; 9.440
100000; 11.496
